ntee,description,title,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84,keywords/85,keywords/86,keywords/87,keywords/88,keywords/89,keywords/90,keywords/91,keywords/92,keywords/93,keywords/94,keywords/95,keywords/96,keywords/97,keywords/98,keywords/99,keywords/100,keywords/101,keywords/102,keywords/103,keywords/104,keywords/105,keywords/106,keywords/107,keywords/108,keywords/109,keywords/110,keywords/111,keywords/112,keywords/113,keywords/114,keywords/115,keywords/116,keywords/117,keywords/118,keywords/119,keywords/120,keywords/121,keywords/122,keywords/123,keywords/124,keywords/125,keywords/126,keywords/127,keywords/128,keywords/129,keywords/130,keywords/131,keywords/132,keywords/133,keywords/134,keywords/135,keywords/136,keywords/137,keywords/138,keywords/139,keywords/140,keywords/141,keywords/142,keywords/143,keywords/144,keywords/145,keywords/146,keywords/147,keywords/148,keywords/149,keywords/150,keywords/151,keywords/152,keywords/153,keywords/154,keywords/155,keywords/156,keywords/157,keywords/158,keywords/159,keywords/160,keywords/161,keywords/162,keywords/163,keywords/164,keywords/165,keywords/166,keywords/167,keywords/168,keywords/169,keywords/170,keywords/171,keywords/172,keywords/173,keywords/174,keywords/175,keywords/176,keywords/177,keywords/178,keywords/179,keywords/180,keywords/181,keywords/182,keywords/183,keywords/184,keywords/185,keywords/186,keywords/187,keywords/188,keywords/189,keywords/190,keywords/191,keywords/192,keywords/193,keywords/194,keywords/195,keywords/196,keywords/197,keywords/198,keywords/199,keywords/200,keywords/201,keywords/202,keywords/203,keywords/204,keywords/205,keywords/206,keywords/207,keywords/208,keywords/209,keywords/210,keywords/211,keywords/212,keywords/213,keywords/214,keywords/215,keywords/216,keywords/217,keywords/218,keywords/219,keywords/220,keywords/221,keywords/222,keywords/223,keywords/224
L21,"Organizations that develop, rehabilitate, manage and/or provide rental housing that is available to people who qualify on the basis of income, age or disability for publicly subsidized housing e.g., HUD housing or housing assistance under Section 8 of the Housing and Urban Development Act.",Low-Income & Subsidized Rental Housing,Farm Labor Housing Program,Federal Leased Housing,FMHA 515,Government Subsidized Housing,Housing and Urban Development Housing,Housing Authorities,HUD Housing,Leased Housing,Low and Moderate Income Housing,Low Income and Affordable Housing,Public Housing,Rent Subsidies,RHS Programs,Rural Housing Service,Section 202,Section 231,Section 236,Section 8,"Section 811, Section 221(d)(3)",Section 221(d)(4)Subsidized Housing,Subsidized Rental Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L22,"Residential options exclusively for older adults who want to have a simpler, maintenance-free lifestyle and enjoy the company of peers with common interests, or who require a moderate amount of support in the activities of daily living to maintain independent living.",Senior Citizens Housing & Retirement Communities,Age Restricted Communities,Agency on Aging Apartments,Elderly Housing,HUD 202,Retirement Communities,Retirement Homes,Section 202 Supportive Housing for the Elderly,Senior Apartment Complexes,Senior Citizens Housing,Senior Citizens Retirement Communities,Senior Congregate Living Facilities,Senior Retirement Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L24,"Organizations that develop, manage and/or provide rental housing with the availability of supportive services for individuals with disabilities.",Independent Housing for People with Disabilities,HUD 811,Section 811 Supportive Housing for Persons with Disabilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L25,"Organizations that clear slums and renew or rehabilitate old housing and other structures including abandoned buildings in blighted and depressed residential neighborhoods in order to provide a safe, sanitary and pleasant place for people to live.",Housing Rehabilitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30,Organizations that assist people to find available purchasable or rental housing which meets their individual needs.,Housing Search Assistance,Home Purchase Listings,Home Rental Listings,Housing Search and Information,Relocation Assistance,Roommate Matching Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L40,"Organizations that provide a temporary place to stay for newcomers, travelers, people who are in crisis, or homeless individuals in the community. ",Temporary Housing,Bridge Housing for Homeless People,Emergency Housing,Hostels,Temporary Accommodations,Transitional Housing,Transitional Living Centers,Transitional Shelter,Youth Hostels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L41,Organizations that provide a temporary place to stay for people who have no permanent housing.,Homeless Shelters,Bad Weather Shelters,Bridge Housing,Community Shelters,Mission Housing,Motel Vouchers,Urban Campsites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L50,"Organizations that serve the interests of the community as a whole and provide services which meet the needs of people who own or rent apartments, condominiums, townhomes, mobile home parks or other housing complexes who are their members. Also included are complexes that are owned collectively by the people who live there.",Homeowners & Tenants Associations,Community Improvement Associations,Condominium Owners Associations,Cooperative Housing Ownership,Cooperative Ownership Associations,Co-ops Owners Associations,Home Owners Associations,Homeowners Associations,Housing Owners Associations,Renters,Tenants Associations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L80,Organizations that provide supportive services which help people obtain and remain in suitable housing. Use this code for organizations that provide multiple supportive services or for supportive services specified below.,Housing Support,Home Purchase Counseling,Homeowner Purchase Counseling,Homeownership Counseling,Homeownership Education,Homeownership Training,Household Goods Storage Assistance,Housing Counsel,HUD Counseling Services,Mortgage Counseling,Moving Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L81,"Organizations that provide assistance for homeowners who need to upgrade their homes to make them attractive, safe, accessible and energy efficient.",Home Improvement & Repairs,Bathroom Accessibility Modifications,Christmas in April,Energy Conservation Home Improvement,Energy Conservation Rebates,Home Barrier Evaluation,Home Barrier Removal,Home Energy Conservation,Home Improvement,Home Rehabilitation,Home Repairs,Insulation,Kitchen Accessibility Modifications,Ramp Construction,Weather Stripping,Weatherization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L82,Organizations that provide home purchase or construction loans; finance new living accommodations; or pay current housing and/or utility bills for people who cannot afford to make the payments themselves and who qualify for this service on the basis of need or income.,Housing Expense Reduction Support,Construction Loans,Electric Bill Payments Assistance,Gas Bill Payments Assistance,Home Purchase Loans,House Payment Assistance,Housing Costs,Housing Down Payment Assistance,Housing Expense Assistance,Housing Payments Assistance,Mortgage Payments Assistance,Moving Expense Assistance,Property Tax Relief,Rent Assistance,Rental Deposit Assistance,Security Deposit Assistance,Telephone Bill Payments Assistance,Utility Bill Payments Assistance,Water Bill Payments Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L99,Use this code for organizations that clearly provide housing or shelter services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.,Housing & Shelter N.E.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,,"Public Safety, Disaster Preparedness & Relief",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01,"Organizations whose activities focus on influencing public policy within the Public Safety, Disaster Preparedness, and Relief major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",Alliances & Advocacy,Lobbying,Public Awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02,"Consultation, training, and other forms of management assistance services to nonprofit groups within the Public Safety, Disaster Preparedness, and Relief major group area.",Management & Technical Assistance,Professional Continuing Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03,"Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Public Safety, Disaster Preparedness, and Relief major group area.",Professional Societies & Associations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M05,"Organizations whose primary purpose is to conduct research and/or public policy analysis within the Public Safety, Disaster Preparedness, and Relief major group area.",Research Institutes & Public Policy Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M11,"Organizations existing as a fund-raising entity for a single institution within the Public Safety, Disaster Preparedness & Relief major group area.",Single Organization Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M12,"Organizations that raise and distribute funds for multiple organizations within the Public Safety, Disaster Preparedness, and Relief major group area.",Fund Raising & Fund Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M19,"Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Public Safety, Disaster Preparedness, and Relief major group area.",Support N.E.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M20,"Organizations that work to prevent, predict or control the effects of disasters (e.g. floods, earthquakes, fires, tornadoes), to educate or otherwise prepare individuals to cope with the effects of such disasters or to provide broad-based relief services to victims of such disasters. Use this code for organizations that provide a wide range of disaster services or for those that offer disaster services not specified below.",Disaster Preparedness & Relief Services,9/11 Relief,Avalanches,Brush Fires,Catastrophe Planning,Chemical Emergencies,Civil Defense,Civil Unrest,Community Disaster Information,Debris Removal,Disaster Alert Systems,Disaster Donations,Disaster Hotlines,Disaster Information,Disaster Kits,Disaster Loans,Disaster Mitigation,Disaster Planning,Disaster Preparedness,Disaster Readiness,Disaster Recovery Centers,Disaster Relief/Recovery,Disaster Relief,Disaster Response,Disaster Service Centers,Disaster Services,Disaster-Specific Home Repairs,Disaster Specific Rent Assistance,Droughts,Early Warning Alerts,Earthquakes,Emergency Communications,Emergency Dispatch,Emergency Management,Emergency Preparedness/Response Training,Emergency Radio,Evacuation Plans,Explosions,Extreme Heat,Floods,Flood Protection and Control,Forest Fires,Grass Fires,Hazardous Materials Emergencies,Homeland Security,Hurricanes,Landslide/Mudslides,Natural Disasters,Nuclear Emergencies,Post-Disaster Clean-Up,Post-Disaster Housing Assistance,Post-Disaster Housing Databanks/Referrals,Post-Disaster Rebuilding Assistance,Post-Disaster Volunteer Management,Radiological Emergencies,Snowstorms,Terrorism,Thunderstorms,Tidal Waves,Tornados,Tsunamis,Volcanic Eruptions,Wildfires,Wildland Fires,Winter Storms,Woodland Fires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23,"Volunteer and other organizations that provide emergency rescue operations and/or lifesaving activities for people who are stranded, lost, accident victims, or exposed to other life-threatening dangers. Included may be organizations that participate in air rescue, mountain rescue, sea rescue, ski rescue, traffic accident rescue and urban search and rescue operations.",Search & Rescue Squads,911,Air Rescue,Lifeguards,Beach Rescue,Dive Rescue,K-9 Search and Rescue,Mountain Rescue,Rescue Squads,Sea Rescue,Search and Rescue,Search Dogs,Ski Patrol,Ski Rescue,Swift Water Rescue,Traffic Accident Rescue,Underwater Search/Rescue/Recovery,Urban Search and Rescue,Wilderness Rescue,(rev 2007) Civil Air Patrol ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M24,"Organizations that are responsible for the control and extinction of fires; and the inspection of buildings, hillside property and industrial plants to ensure compliance with fire codes.",Fire Prevention,Fire Code Inspections,Fire Companies,Fire Departments,Fire Fighting,Fire Safety Inspections,Fire Suppression Systems,Fire Prevention,Firefighters,Wildfire Residential Fire Protection Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M40,Organizations that make the public aware of the measures that people can take to reduce the risk of accidents. Use this code for general safety programs or those that deal with a specific safety education issue not specified below.,Safety Education,Accident Prevention,Air Safety Education,Aircraft Safety Education,Aviation Safety Education,Beach Awareness Education,Boating Safety Education,Burn Safety Education,Drowning Prevention,Fire Safety,Firearm Safety Education,Fireworks Safety Education,Food Safety Education,General Safety Education,Halloween Safety Education,Hitchhiking Safety Education,Holiday Safety Education,Home Safety Education,Household Hazardous Materials Safety Education,Household Safety Education,Hunting Safety Education,Indoor Air Pollution Information,Latchkey Safety Education,Lead Safety Education,Lifesaving,Personal Safety Education,Pilot Proficiency Training,Poison Control Education,Poison Hotlines,Poison Information,Poison Prevention,Pool Safety Education,Sailing Safety Education,School Safety Education,Sports Safety Education,Swimming Safety Education,Toy Safety Education,Water Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M41,Organizations that provide instruction in the basic lifesaving techniques that are used in the administration of emergency assistance to individuals who have been injured prior to the arrival of trained medical personnel. Includes CPR instruction and instruction in techniques for relieving an individual who is choking.,First Aid,AED,automated external defibrillation,cardiopulmonary resuscitation,CPR,First Aid Training,Heimlich Maneuver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M42,"Organizations that make the public aware of the measures people can take to ensure their own safety and that of others while driving or riding as passengers in a motor vehicle, riding a bicycle, roller skating, skateboarding or walking as pedestrians in traffic.",Automotive Safety,Adult Passenger Safety Education,Automobile Driving Safety Education,Automobile Safety Education,Bicycle Safety Education,Child Passenger Safety Education,Defensive Driving Classes,Driver Education,Driving Safety Education,Highway Safety Education,Motor Vehicle Driving Safety Education,Motor Vehicle Safety Education,Motorcycle Safety Education,Pedestrian Safety Education,Road Rage,Roller Skating Safety Education,Rollerblade Safety Education,Safe Driving Education,Safety Belt Safety Education,Seatbelt Safety Education,Skateboarding Safety Education,Traffic Safety Education,Traffic School,Vehicle Safety Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M60,Organizations whose primary purpose is to support the needs of public safety agencies and their personnel.,Public Safety Benevolent Associations,100 Clubs,200 Clubs,Ambulance Crews,EMS Personnel,Firefighters,Public Safety Officers,Public Safety Personnel,Shield Clubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M99,Use this code for organizations that clearly provide public safety or disaster services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.,"Public Safety, Disaster Preparedness & Relief N.E.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,Recreation & Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N01,"Organizations whose activities focus on influencing public policy within the Recreation, Sports, Leisure, Athletics major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",Alliances & Advocacy,Lobbying,Public Awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N02,"Consultation, training, and other forms of management assistance services to nonprofit groups within the Recreation, Sports, Leisure, Athletics major group area.",Management & Technical Assistance,Professional Continuing Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N03,"Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Recreation, Sports, Leisure, Athletics major group area.",Professional Societies & Associations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N05,"Organizations whose primary purpose is to conduct research and/or public policy analysis within the Recreation, Sports, Leisure, Athletics major group area.",Research Institutes & Public Policy Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
