"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"Q20","Promotion of International Understanding","Organizations whose primary purpose is to promote international understanding through activities, such as events, forums, trainings, and exchanges, which enable people to develop an appreciation for other societies, their traditions and culture. Use this code for organizations that provide a wide variety of organizations relating to the promotion of international understanding or which offer specific programs not specified below.",6,"Q","20","regular","20","2","0",FALSE,FALSE
"Q21","International Cultural Exchange","Organizations whose primary purpose is to provide international cultural educational experiences abroad and/or sponsor international cultural events (e.g., touring performing arts troupes) that are designed to increase understanding of other societies through the arts and humanities."" Also use this code for financial support for museums and other cultural institutions outside of the United States.",6,"Q","21","regular","21","2","1",FALSE,FALSE
"Q22","International Academic Exchange","Organizations that provide opportunities for high school students from foreign countries to live with an approved family in the United States and attend an American high school for one semester or one year in exchange for American students living and attending school in their country during the same period of time.",6,"Q","22","regular","22","2","2",FALSE,FALSE
"Q23","International Exchange N.E.C.","Organizations whose primary purpose is to provide international living experiences for individuals and families by arranging job exchanges, residence exchanges and other similar opportunities.",6,"Q","23","regular","23","2","3",FALSE,FALSE
"Q30","International Development","Organizations whose primary purpose is to provide technical assistance training and material resources to support the capacity-building efforts of nations outside the U. S. with a focus on agricultural and rural development, health, education, social welfare, small business development and industrial growth. Use this code for organizations that provide a wide range of international development and/or relief services or those not specified below.",6,"Q","30","regular","30","3","0",FALSE,FALSE
"Q31","International Agricultural Development","Organizations that provide information, technical assistance and support to developing countries regarding the planting, nurturing, protection and utilization of agricultural products with the objective of increasing the productivity of their cultivated land and improving their food supply.",6,"Q","31","regular","31","3","1",FALSE,FALSE
"Q32","International Economic Development","Organizations that provide technical assistance and training, loans and loan guarantees and other forms of support to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of countries outside the United States.",6,"Q","32","regular","32","3","2",FALSE,FALSE
"Q33","International Relief","Organizations that work to relieve poverty in developing countries by providing funds, technical assistance and supplies which improve the health, education, welfare, social well-being and self-reliance of individuals and families. Also included are organizations that provide relief services in response to a major disaster or large-scale emergency that occurs abroad.",6,"Q","33","regular","33","3","3",FALSE,FALSE
"Q34","International Educational Development <i>(Draft Code - not for internal IRS use)</i>","Organizations whose primary purpose is to educate individuals, provide financial support for educational institutions and other forms of material support for students and institutions in countries outside the United States.",6,"Q","34","regular","34","3","4",FALSE,FALSE
"Q35","International Democracy & Civil Society Development","Organizations whose primary purpose is to carry out programs that support the development of democracy and civil society in countries outside of the United States. Includes organizations that provide assistance in election planning and administration, election law development, political party development, constitutional development, and voter and civic education, which may include training of government and civic leaders. Also includes organizations that promote a supportive legal and regulatory environment for civil society and otherwise strengthen civil society actors and organizations as a group.",6,"Q","35","regular","35","3","5",FALSE,FALSE
